Today's Date:	23 June 2012	Date of Test:	22 June 2012, 06:02:42 AM
Filename:	MB_U03_MZ02_V430	Tester Channel:	20
Procedure:	MB_Z02_LongTest.000	Description:	MB_SOC and ImpedanceCheck at 4.30V
MB_ImpedanceCheck
Rec#	Cyc#	Step	TestTime	StepTime	Amp-hr	Watt-hr	Amps	Volts	State	ES	DPt Time	ACImp/Ohms	DCIR/Ohms	VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	
46	1	5	  0d 00:43:0.0399999991059303	  0d 00:42:0.0399999991059303	0.00035	0.00131	0.00050	3.73266	D	1	06/22/2012 6:45:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
47	1	5	  0d 00:44:0.0399999991059303	  0d 00:43:0.0399999991059303	0.00036	0.00134	0.00050	3.73220	D	1	06/22/2012 6:46:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
48	1	5	  0d 00:45:0.0399999991059303	  0d 00:44:0.0399999991059303	0.00037	0.00137	0.00050	3.73198	D	1	06/22/2012 6:47:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
49	1	5	  0d 00:46:0.0399999991059303	  0d 00:45:0.0399999991059303	0.00038	0.00140	0.00050	3.73159	D	1	06/22/2012 6:48:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
50	1	5	  0d 00:47:0.0399999991059303	  0d 00:46:0.0399999991059303	0.00038	0.00143	0.00050	3.73136	D	1	06/22/2012 6:49:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
51	1	5	  0d 00:48:0.0399999991059303	  0d 00:47:0.0399999991059303	0.00039	0.00146	0.00050	3.73098	D	1	06/22/2012 6:50:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
52	1	5	  0d 00:49:0.0399999991059303	  0d 00:48:0.0399999991059303	0.00040	0.00150	0.00050	3.73068	D	1	06/22/2012 6:51:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
53	1	5	  0d 00:50:0.0399999991059303	  0d 00:49:0.0399999991059303	0.00041	0.00153	0.00050	3.73037	D	1	06/22/2012 6:52:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
54	1	5	  0d 00:51:0.0399999991059303	  0d 00:50:0.0399999991059303	0.00042	0.00156	0.00050	3.73007	D	1	06/22/2012 6:53:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
55	1	5	  0d 00:52:0.0399999991059303	  0d 00:51:0.0399999991059303	0.00043	0.00159	0.00050	3.72969	D	1	06/22/2012 6:54:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
